ind,days,Cultivar,Sex,new.ad,rep
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
NA,NA,Brachetto,NA,0,Bf
