"File","waveforms","time"
"St19_12_ch2_BRA20male.converted.ANA",2,23975.96
"St19_12_ch2_BRA20male.converted.ANA",7,24003.12
"St19_12_ch2_BRA20male.converted.ANA",2,24016.97
"St19_12_ch2_BRA20male.converted.ANA",7,24148.32
"St19_12_ch2_BRA20male.converted.ANA",2,24157.22
"St19_12_ch2_BRA20male.converted.ANA",7,24181.86
"St19_12_ch2_BRA20male.converted.ANA",2,24250.65
"St19_12_ch2_BRA20male.converted.ANA",7,24257.93
"St19_12_ch2_BRA20male.converted.ANA",2,24293.88
"St19_12_ch2_BRA20male.converted.ANA",7,24326.33
"St19_12_ch2_BRA20male.converted.ANA",2,24356.69
"St19_12_ch2_BRA20male.converted.ANA",7,24391.62
"St19_12_ch2_BRA20male.converted.ANA",2,24397.43
"St19_12_ch2_BRA20male.converted.ANA",7,24436.26
"St19_12_ch2_BRA20male.converted.ANA",2,24445.51
"St19_12_ch2_BRA20male.converted.ANA",7,24481.34
"St19_12_ch2_BRA20male.converted.ANA",2,24504.43
"St19_12_ch2_BRA20male.converted.ANA",7,24559.89
"St19_12_ch2_BRA20male.converted.ANA",2,24575.75
"St19_12_ch2_BRA20male.converted.ANA",7,24591.62
"St19_12_ch2_BRA20male.converted.ANA",2,24603.77
"St19_12_ch2_BRA20male.converted.ANA",7,24672.73
"St19_12_ch2_BRA20male.converted.ANA",2,24689.72
"St19_12_ch2_BRA20male.converted.ANA",7,24738.5
"St19_12_ch2_BRA20male.converted.ANA",2,24786.55
"St19_12_ch2_BRA20male.converted.ANA",7,24829.11
"St19_12_ch2_BRA20male.converted.ANA",2,24845.41
"St19_12_ch2_BRA20male.converted.ANA",7,24870.31
"St19_12_ch2_BRA20male.converted.ANA",11,24885.69
"St19_12_ch2_BRA20male.converted.ANA",7,24899.96
"St19_12_ch2_BRA20male.converted.ANA",2,24934.71
"St19_12_ch2_BRA20male.converted.ANA",7,24966.6
"St19_12_ch2_BRA20male.converted.ANA",2,24996.27
"St19_12_ch2_BRA20male.converted.ANA",7,25009.69
"St19_12_ch2_BRA20male.converted.ANA",11,25046.48
"St19_12_ch2_BRA20male.converted.ANA",7,25062.01
"St19_12_ch2_BRA20male.converted.ANA",11,25070.08
"St19_12_ch2_BRA20male.converted.ANA",7,25081.09
"St19_12_ch2_BRA20male.converted.ANA",11,25089.76
"St19_12_ch2_BRA20male.converted.ANA",7,25104.8
"St19_12_ch2_BRA20male.converted.ANA",11,25136.58
"St19_12_ch2_BRA20male.converted.ANA",7,25138.44
"St19_12_ch2_BRA20male.converted.ANA",2,25147
"St19_12_ch2_BRA20male.converted.ANA",7,25260.21
"St19_12_ch2_BRA20male.converted.ANA",11,25286.11
"St19_12_ch2_BRA20male.converted.ANA",7,25288.91
"St19_12_ch2_BRA20male.converted.ANA",11,25303.79
"St19_12_ch2_BRA20male.converted.ANA",7,25313.21
"St19_12_ch2_BRA20male.converted.ANA",11,25335.83
"St19_12_ch2_BRA20male.converted.ANA",7,25342.9
"St19_12_ch2_BRA20male.converted.ANA",11,25355.73
"St19_12_ch2_BRA20male.converted.ANA",7,25357.47
"St19_12_ch2_BRA20male.converted.ANA",11,25366.91
"St19_12_ch2_BRA20male.converted.ANA",7,25377.88
"St19_12_ch2_BRA20male.converted.ANA",2,25386.1
"St19_12_ch2_BRA20male.converted.ANA",7,25406.01
"St19_12_ch2_BRA20male.converted.ANA",2,25414.43
"St19_12_ch2_BRA20male.converted.ANA",7,25440.5
"St19_12_ch2_BRA20male.converted.ANA",2,25461.28
"St19_12_ch2_BRA20male.converted.ANA",7,25536.1
"St19_12_ch2_BRA20male.converted.ANA",2,25546.24
"St19_12_ch2_BRA20male.converted.ANA",7,25554.28
"St19_12_ch2_BRA20male.converted.ANA",2,25559.57
"St19_12_ch2_BRA20male.converted.ANA",7,25567.05
"St19_12_ch2_BRA20male.converted.ANA",2,25603.17
"St19_12_ch2_BRA20male.converted.ANA",7,25626.77
"St19_12_ch2_BRA20male.converted.ANA",2,25640.85
"St19_12_ch2_BRA20male.converted.ANA",7,25805.36
"St19_12_ch2_BRA20male.converted.ANA",2,25818.59
"St19_12_ch2_BRA20male.converted.ANA",7,25833.27
"St19_12_ch2_BRA20male.converted.ANA",2,25860.42
"St19_12_ch2_BRA20male.converted.ANA",7,25868.29
"St19_12_ch2_BRA20male.converted.ANA",2,25893.43
"St19_12_ch2_BRA20male.converted.ANA",7,25930.23
"St19_12_ch2_BRA20male.converted.ANA",2,25936.46
"St19_12_ch2_BRA20male.converted.ANA",7,25959.93
"St19_12_ch2_BRA20male.converted.ANA",2,25963.91
"St19_12_ch2_BRA20male.converted.ANA",7,25975.09
"St19_12_ch2_BRA20male.converted.ANA",2,25978.42
"St19_12_ch2_BRA20male.converted.ANA",7,25990.85
"St19_12_ch2_BRA20male.converted.ANA",11,26013.88
"St19_12_ch2_BRA20male.converted.ANA",7,26016.33
"St19_12_ch2_BRA20male.converted.ANA",2,26027.34
"St19_12_ch2_BRA20male.converted.ANA",7,26052.12
"St19_12_ch2_BRA20male.converted.ANA",2,26061.95
"St19_12_ch2_BRA20male.converted.ANA",7,26369.38
"St19_12_ch2_BRA20male.converted.ANA",2,26373.72
"St19_12_ch2_BRA20male.converted.ANA",7,26392.06
"St19_12_ch2_BRA20male.converted.ANA",2,26399.06
"St19_12_ch2_BRA20male.converted.ANA",7,26424.67
"St19_12_ch2_BRA20male.converted.ANA",2,26429.18
"St19_12_ch2_BRA20male.converted.ANA",7,26464.4
"St19_12_ch2_BRA20male.converted.ANA",2,26474.99
"St19_12_ch2_BRA20male.converted.ANA",7,26582.57
"St19_12_ch2_BRA20male.converted.ANA",11,26602.61
"St19_12_ch2_BRA20male.converted.ANA",7,26605.04
"St19_12_ch2_BRA20male.converted.ANA",2,26621.8
"St19_12_ch2_BRA20male.converted.ANA",7,26644.76
"St19_12_ch2_BRA20male.converted.ANA",2,26652.69
"St19_12_ch2_BRA20male.converted.ANA",7,26687.97
"St19_12_ch2_BRA20male.converted.ANA",2,26691.92
"St19_12_ch2_BRA20male.converted.ANA",1,26864.88
"St19_12_ch2_BRA20male.converted.ANA",99,28800
"St19_13-ch1_BRA20fem.converted.ANA",1,17.81
"St19_13-ch1_BRA20fem.converted.ANA",2,29.73
"St19_13-ch1_BRA20fem.converted.ANA",1,136.88
"St19_13-ch1_BRA20fem.converted.ANA",2,182.66
"St19_13-ch1_BRA20fem.converted.ANA",1,205.29
"St19_13-ch1_BRA20fem.converted.ANA",2,292.61
"St19_13-ch1_BRA20fem.converted.ANA",1,306.52
"St19_13-ch1_BRA20fem.converted.ANA",2,584.52
"St19_13-ch1_BRA20fem.converted.ANA",1,605.82
"St19_13-ch1_BRA20fem.converted.ANA",2,688.69
"St19_13-ch1_BRA20fem.converted.ANA",1,789.57
"St19_13-ch1_BRA20fem.converted.ANA",2,1089.01
"St19_13-ch1_BRA20fem.converted.ANA",7,1319.29
"St19_13-ch1_BRA20fem.converted.ANA",12,1336.94
"St19_13-ch1_BRA20fem.converted.ANA",2,1363.08
"St19_13-ch1_BRA20fem.converted.ANA",7,1439.08
"St19_13-ch1_BRA20fem.converted.ANA",12,1451.61
"St19_13-ch1_BRA20fem.converted.ANA",2,1475.87
"St19_13-ch1_BRA20fem.converted.ANA",7,1520.85
"St19_13-ch1_BRA20fem.converted.ANA",12,1545.48
"St19_13-ch1_BRA20fem.converted.ANA",2,1560.64
"St19_13-ch1_BRA20fem.converted.ANA",7,1595.09
"St19_13-ch1_BRA20fem.converted.ANA",12,1601.21
"St19_13-ch1_BRA20fem.converted.ANA",2,1613.25
"St19_13-ch1_BRA20fem.converted.ANA",7,1645.81
"St19_13-ch1_BRA20fem.converted.ANA",12,1657.09
"St19_13-ch1_BRA20fem.converted.ANA",2,1667.89
"St19_13-ch1_BRA20fem.converted.ANA",7,1706.07
"St19_13-ch1_BRA20fem.converted.ANA",12,1724.01
"St19_13-ch1_BRA20fem.converted.ANA",2,1733.05
"St19_13-ch1_BRA20fem.converted.ANA",12,1760.53
"St19_13-ch1_BRA20fem.converted.ANA",2,1766.21
"St19_13-ch1_BRA20fem.converted.ANA",7,1849.78
"St19_13-ch1_BRA20fem.converted.ANA",12,1860.93
"St19_13-ch1_BRA20fem.converted.ANA",2,1868.85
"St19_13-ch1_BRA20fem.converted.ANA",1,1956.78
"St19_13-ch1_BRA20fem.converted.ANA",2,2145.14
"St19_13-ch1_BRA20fem.converted.ANA",1,2154.63
"St19_13-ch1_BRA20fem.converted.ANA",2,2559.18
"St19_13-ch1_BRA20fem.converted.ANA",7,2808.92
"St19_13-ch1_BRA20fem.converted.ANA",12,2812.78
"St19_13-ch1_BRA20fem.converted.ANA",2,2832.63
"St19_13-ch1_BRA20fem.converted.ANA",7,2873.98
"St19_13-ch1_BRA20fem.converted.ANA",12,2878.23
"St19_13-ch1_BRA20fem.converted.ANA",2,2890.97
"St19_13-ch1_BRA20fem.converted.ANA",12,3019.02
"St19_13-ch1_BRA20fem.converted.ANA",2,3033.45
"St19_13-ch1_BRA20fem.converted.ANA",12,3057.67
"St19_13-ch1_BRA20fem.converted.ANA",2,3063.82
"St19_13-ch1_BRA20fem.converted.ANA",7,3102.2
"St19_13-ch1_BRA20fem.converted.ANA",2,3117.83
"St19_13-ch1_BRA20fem.converted.ANA",12,3142.68
"St19_13-ch1_BRA20fem.converted.ANA",2,3151.73
"St19_13-ch1_BRA20fem.converted.ANA",7,3217.16
"St19_13-ch1_BRA20fem.converted.ANA",12,3236.14
"St19_13-ch1_BRA20fem.converted.ANA",2,3246.54
"St19_13-ch1_BRA20fem.converted.ANA",7,3393.31
"St19_13-ch1_BRA20fem.converted.ANA",12,3418.29
"St19_13-ch1_BRA20fem.converted.ANA",2,3431.62
"St19_13-ch1_BRA20fem.converted.ANA",12,3574.75
"St19_13-ch1_BRA20fem.converted.ANA",2,3587.81
"St19_13-ch1_BRA20fem.converted.ANA",7,3625.76
"St19_13-ch1_BRA20fem.converted.ANA",12,3656.62
"St19_13-ch1_BRA20fem.converted.ANA",2,3665.98
"St19_13-ch1_BRA20fem.converted.ANA",7,3830.28
"St19_13-ch1_BRA20fem.converted.ANA",12,3837.39
"St19_13-ch1_BRA20fem.converted.ANA",2,3848.98
"St19_13-ch1_BRA20fem.converted.ANA",7,3930.16
"St19_13-ch1_BRA20fem.converted.ANA",12,3965.04
"St19_13-ch1_BRA20fem.converted.ANA",2,3969.37
"St19_13-ch1_BRA20fem.converted.ANA",1,4021.17
"St19_13-ch1_BRA20fem.converted.ANA",2,4795.89
"St19_13-ch1_BRA20fem.converted.ANA",1,4805.33
"St19_13-ch1_BRA20fem.converted.ANA",2,6308.93
"St19_13-ch1_BRA20fem.converted.ANA",12,6332.19
"St19_13-ch1_BRA20fem.converted.ANA",2,6339.5
"St19_13-ch1_BRA20fem.converted.ANA",12,6371.34
"St19_13-ch1_BRA20fem.converted.ANA",2,6383.41
"St19_13-ch1_BRA20fem.converted.ANA",12,6510.88
"St19_13-ch1_BRA20fem.converted.ANA",2,6528.92
"St19_13-ch1_BRA20fem.converted.ANA",12,6539.48
"St19_13-ch1_BRA20fem.converted.ANA",2,6555.26
"St19_13-ch1_BRA20fem.converted.ANA",12,6565.1
"St19_13-ch1_BRA20fem.converted.ANA",2,6569.77
"St19_13-ch1_BRA20fem.converted.ANA",12,6588.29
"St19_13-ch1_BRA20fem.converted.ANA",2,6601.97
"St19_13-ch1_BRA20fem.converted.ANA",12,6662.4
"St19_13-ch1_BRA20fem.converted.ANA",2,6679.72
"St19_13-ch1_BRA20fem.converted.ANA",12,6791.61
"St19_13-ch1_BRA20fem.converted.ANA",2,6807.4
"St19_13-ch1_BRA20fem.converted.ANA",12,6821.79
"St19_13-ch1_BRA20fem.converted.ANA",2,6833.71
"St19_13-ch1_BRA20fem.converted.ANA",12,6850.33
"St19_13-ch1_BRA20fem.converted.ANA",2,6857.26
"St19_13-ch1_BRA20fem.converted.ANA",12,6887.1
"St19_13-ch1_BRA20fem.converted.ANA",2,6895.87
"St19_13-ch1_BRA20fem.converted.ANA",12,7068.24
"St19_13-ch1_BRA20fem.converted.ANA",2,7091.36
"St19_13-ch1_BRA20fem.converted.ANA",12,7115.95
"St19_13-ch1_BRA20fem.converted.ANA",2,7123.24
"St19_13-ch1_BRA20fem.converted.ANA",12,7183.35
"St19_13-ch1_BRA20fem.converted.ANA",2,7194.04
"St19_13-ch1_BRA20fem.converted.ANA",12,7321.67
"St19_13-ch1_BRA20fem.converted.ANA",2,7337.35
"St19_13-ch1_BRA20fem.converted.ANA",12,7545.06
"St19_13-ch1_BRA20fem.converted.ANA",2,7561.7
"St19_13-ch1_BRA20fem.converted.ANA",12,7765.29
"St19_13-ch1_BRA20fem.converted.ANA",2,7781.81
"St19_13-ch1_BRA20fem.converted.ANA",12,7940.06
"St19_13-ch1_BRA20fem.converted.ANA",2,7952.45
"St19_13-ch1_BRA20fem.converted.ANA",7,8026.84
"St19_13-ch1_BRA20fem.converted.ANA",12,8043.75
"St19_13-ch1_BRA20fem.converted.ANA",2,8057.24
"St19_13-ch1_BRA20fem.converted.ANA",12,8224.47
"St19_13-ch1_BRA20fem.converted.ANA",5,8242.57
"St19_13-ch1_BRA20fem.converted.ANA",11,8255.48
"St19_13-ch1_BRA20fem.converted.ANA",5,8258.1
"St19_13-ch1_BRA20fem.converted.ANA",12,8275.83
"St19_13-ch1_BRA20fem.converted.ANA",2,8328.02
"St19_13-ch1_BRA20fem.converted.ANA",12,8535.99
"St19_13-ch1_BRA20fem.converted.ANA",2,8546.77
"St19_13-ch1_BRA20fem.converted.ANA",12,8562.46
"St19_13-ch1_BRA20fem.converted.ANA",2,8569.28
"St19_13-ch1_BRA20fem.converted.ANA",12,8756.51
"St19_13-ch1_BRA20fem.converted.ANA",2,8767.82
"St19_13-ch1_BRA20fem.converted.ANA",12,8975.54
"St19_13-ch1_BRA20fem.converted.ANA",2,8984.7
"St19_13-ch1_BRA20fem.converted.ANA",12,9014.34
"St19_13-ch1_BRA20fem.converted.ANA",2,9024.4
"St19_13-ch1_BRA20fem.converted.ANA",12,9175.63
"St19_13-ch1_BRA20fem.converted.ANA",5,9187.47
"St19_13-ch1_BRA20fem.converted.ANA",12,9225.84
"St19_13-ch1_BRA20fem.converted.ANA",5,9237.23
"St19_13-ch1_BRA20fem.converted.ANA",12,9284.24
"St19_13-ch1_BRA20fem.converted.ANA",5,9293.23
"St19_13-ch1_BRA20fem.converted.ANA",12,9327.11
"St19_13-ch1_BRA20fem.converted.ANA",5,9335.15
"St19_13-ch1_BRA20fem.converted.ANA",2,9350.39
"St19_13-ch1_BRA20fem.converted.ANA",5,9427.01
"St19_13-ch1_BRA20fem.converted.ANA",12,9468.82
"St19_13-ch1_BRA20fem.converted.ANA",5,9475.93
"St19_13-ch1_BRA20fem.converted.ANA",12,9538.43
"St19_13-ch1_BRA20fem.converted.ANA",5,9545.61
"St19_13-ch1_BRA20fem.converted.ANA",12,9574.69
"St19_13-ch1_BRA20fem.converted.ANA",5,9580.76
"St19_13-ch1_BRA20fem.converted.ANA",12,9658.28
"St19_13-ch1_BRA20fem.converted.ANA",5,9664.21
"St19_13-ch1_BRA20fem.converted.ANA",12,9700.35
"St19_13-ch1_BRA20fem.converted.ANA",5,9706.31
"St19_13-ch1_BRA20fem.converted.ANA",12,9752.24
"St19_13-ch1_BRA20fem.converted.ANA",5,9758.54
"St19_13-ch1_BRA20fem.converted.ANA",12,9808.69
"St19_13-ch1_BRA20fem.converted.ANA",5,9815.22
"St19_13-ch1_BRA20fem.converted.ANA",12,9867.89
"St19_13-ch1_BRA20fem.converted.ANA",5,9873.82
"St19_13-ch1_BRA20fem.converted.ANA",12,9930.43
"St19_13-ch1_BRA20fem.converted.ANA",5,9936.11
"St19_13-ch1_BRA20fem.converted.ANA",12,10007.88
"St19_13-ch1_BRA20fem.converted.ANA",5,10013.06
"St19_13-ch1_BRA20fem.converted.ANA",12,10030.36
"St19_13-ch1_BRA20fem.converted.ANA",5,10032.15
"St19_13-ch1_BRA20fem.converted.ANA",12,10049.81
"St19_13-ch1_BRA20fem.converted.ANA",5,10055.59
"St19_13-ch1_BRA20fem.converted.ANA",12,10093.85
"St19_13-ch1_BRA20fem.converted.ANA",5,10099.58
"St19_13-ch1_BRA20fem.converted.ANA",12,10151.07
"St19_13-ch1_BRA20fem.converted.ANA",5,10156.65
"St19_13-ch1_BRA20fem.converted.ANA",12,10204.17
"St19_13-ch1_BRA20fem.converted.ANA",5,10210.63
"St19_13-ch1_BRA20fem.converted.ANA",12,10289.97
"St19_13-ch1_BRA20fem.converted.ANA",5,10297.46
"St19_13-ch1_BRA20fem.converted.ANA",12,10372.98
"St19_13-ch1_BRA20fem.converted.ANA",5,10380.41
"St19_13-ch1_BRA20fem.converted.ANA",11,10433.08
"St19_13-ch1_BRA20fem.converted.ANA",5,10434.83
"St19_13-ch1_BRA20fem.converted.ANA",12,10440.85
"St19_13-ch1_BRA20fem.converted.ANA",5,10479.67
"St19_13-ch1_BRA20fem.converted.ANA",12,10502.21
"St19_13-ch1_BRA20fem.converted.ANA",5,10537.18
"St19_13-ch1_BRA20fem.converted.ANA",12,10557.86
"St19_13-ch1_BRA20fem.converted.ANA",5,10566.74
"St19_13-ch1_BRA20fem.converted.ANA",12,10591.85
"St19_13-ch1_BRA20fem.converted.ANA",2,10600.11
"St19_13-ch1_BRA20fem.converted.ANA",5,10740.44
"St19_13-ch1_BRA20fem.converted.ANA",12,10755.64
"St19_13-ch1_BRA20fem.converted.ANA",5,10765.11
"St19_13-ch1_BRA20fem.converted.ANA",12,10799.56
"St19_13-ch1_BRA20fem.converted.ANA",5,10809.8
"St19_13-ch1_BRA20fem.converted.ANA",12,10849.86
"St19_13-ch1_BRA20fem.converted.ANA",5,10858.33
"St19_13-ch1_BRA20fem.converted.ANA",2,10868.64
"St19_13-ch1_BRA20fem.converted.ANA",5,10993.02
"St19_13-ch1_BRA20fem.converted.ANA",12,11031.64
"St19_13-ch1_BRA20fem.converted.ANA",5,11040.77
"St19_13-ch1_BRA20fem.converted.ANA",12,11105.97
"St19_13-ch1_BRA20fem.converted.ANA",5,11114
"St19_13-ch1_BRA20fem.converted.ANA",12,11176.67
"St19_13-ch1_BRA20fem.converted.ANA",5,11184.7
"St19_13-ch1_BRA20fem.converted.ANA",12,11252.14
"St19_13-ch1_BRA20fem.converted.ANA",5,11259.26
"St19_13-ch1_BRA20fem.converted.ANA",12,11340.64
"St19_13-ch1_BRA20fem.converted.ANA",5,11347.23
"St19_13-ch1_BRA20fem.converted.ANA",12,11368.07
"St19_13-ch1_BRA20fem.converted.ANA",5,11374.86
"St19_13-ch1_BRA20fem.converted.ANA",12,11443.79
"St19_13-ch1_BRA20fem.converted.ANA",5,11450.63
"St19_13-ch1_BRA20fem.converted.ANA",12,11480.79
"St19_13-ch1_BRA20fem.converted.ANA",5,11486.89
"St19_13-ch1_BRA20fem.converted.ANA",12,11530.91
"St19_13-ch1_BRA20fem.converted.ANA",5,11535.69
"St19_13-ch1_BRA20fem.converted.ANA",11,11553.04
"St19_13-ch1_BRA20fem.converted.ANA",5,11556.95
"St19_13-ch1_BRA20fem.converted.ANA",12,11605.88
"St19_13-ch1_BRA20fem.converted.ANA",5,11611.29
"St19_13-ch1_BRA20fem.converted.ANA",12,11676.38
"St19_13-ch1_BRA20fem.converted.ANA",5,11680.52
"St19_13-ch1_BRA20fem.converted.ANA",12,11689.76
"St19_13-ch1_BRA20fem.converted.ANA",5,11695.5
"St19_13-ch1_BRA20fem.converted.ANA",12,11773.82
"St19_13-ch1_BRA20fem.converted.ANA",5,11779.48
"St19_13-ch1_BRA20fem.converted.ANA",12,11877.2
"St19_13-ch1_BRA20fem.converted.ANA",5,11882.91
"St19_13-ch1_BRA20fem.converted.ANA",12,11931.74
"St19_13-ch1_BRA20fem.converted.ANA",5,11939.41
"St19_13-ch1_BRA20fem.converted.ANA",12,12039.55
"St19_13-ch1_BRA20fem.converted.ANA",5,12045.13
"St19_13-ch1_BRA20fem.converted.ANA",12,12085.34
"St19_13-ch1_BRA20fem.converted.ANA",5,12091.13
"St19_13-ch1_BRA20fem.converted.ANA",12,12162.43
"St19_13-ch1_BRA20fem.converted.ANA",5,12167.88
"St19_13-ch1_BRA20fem.converted.ANA",12,12219.91
"St19_13-ch1_BRA20fem.converted.ANA",5,12225.23
"St19_13-ch1_BRA20fem.converted.ANA",12,12291.1
"St19_13-ch1_BRA20fem.converted.ANA",5,12296.96
"St19_13-ch1_BRA20fem.converted.ANA",12,12395.04
"St19_13-ch1_BRA20fem.converted.ANA",5,12400.14
"St19_13-ch1_BRA20fem.converted.ANA",12,12430.42
"St19_13-ch1_BRA20fem.converted.ANA",5,12435.39
"St19_13-ch1_BRA20fem.converted.ANA",12,12486.84
"St19_13-ch1_BRA20fem.converted.ANA",5,12492.2
"St19_13-ch1_BRA20fem.converted.ANA",12,12556.34
"St19_13-ch1_BRA20fem.converted.ANA",5,12561.41
"St19_13-ch1_BRA20fem.converted.ANA",12,12694.76
"St19_13-ch1_BRA20fem.converted.ANA",5,12699.62
"St19_13-ch1_BRA20fem.converted.ANA",12,12753.96
"St19_13-ch1_BRA20fem.converted.ANA",5,12760.09
"St19_13-ch1_BRA20fem.converted.ANA",11,12861.17
"St19_13-ch1_BRA20fem.converted.ANA",5,12863.9
"St19_13-ch1_BRA20fem.converted.ANA",12,12889.63
"St19_13-ch1_BRA20fem.converted.ANA",5,12895.63
"St19_13-ch1_BRA20fem.converted.ANA",12,12991.8
"St19_13-ch1_BRA20fem.converted.ANA",5,12998.95
"St19_13-ch1_BRA20fem.converted.ANA",12,13065.67
"St19_13-ch1_BRA20fem.converted.ANA",5,13070.97
"St19_13-ch1_BRA20fem.converted.ANA",12,13145.53
"St19_13-ch1_BRA20fem.converted.ANA",5,13151.6
"St19_13-ch1_BRA20fem.converted.ANA",12,13253.52
"St19_13-ch1_BRA20fem.converted.ANA",5,13258.43
"St19_13-ch1_BRA20fem.converted.ANA",12,13344.83
"St19_13-ch1_BRA20fem.converted.ANA",5,13348.79
"St19_13-ch1_BRA20fem.converted.ANA",12,13411.29
"St19_13-ch1_BRA20fem.converted.ANA",5,13416.41
"St19_13-ch1_BRA20fem.converted.ANA",12,13477.82
"St19_13-ch1_BRA20fem.converted.ANA",5,13482.09
"St19_13-ch1_BRA20fem.converted.ANA",12,13559
"St19_13-ch1_BRA20fem.converted.ANA",5,13563.14
"St19_13-ch1_BRA20fem.converted.ANA",12,13607.86
"St19_13-ch1_BRA20fem.converted.ANA",5,13611.43
"St19_13-ch1_BRA20fem.converted.ANA",12,13631.01
"St19_13-ch1_BRA20fem.converted.ANA",5,13634.95
"St19_13-ch1_BRA20fem.converted.ANA",12,13707.07
"St19_13-ch1_BRA20fem.converted.ANA",5,13712.16
"St19_13-ch1_BRA20fem.converted.ANA",12,13755.26
"St19_13-ch1_BRA20fem.converted.ANA",5,13759.71
"St19_13-ch1_BRA20fem.converted.ANA",12,13897.44
"St19_13-ch1_BRA20fem.converted.ANA",5,13902.17
"St19_13-ch1_BRA20fem.converted.ANA",12,13954.94
"St19_13-ch1_BRA20fem.converted.ANA",5,13960.24
"St19_13-ch1_BRA20fem.converted.ANA",12,14100.93
"St19_13-ch1_BRA20fem.converted.ANA",5,14106.05
"St19_13-ch1_BRA20fem.converted.ANA",12,14182.15
"St19_13-ch1_BRA20fem.converted.ANA",5,14189.69
"St19_13-ch1_BRA20fem.converted.ANA",12,14231.48
"St19_13-ch1_BRA20fem.converted.ANA",5,14236.11
"St19_13-ch1_BRA20fem.converted.ANA",12,14286.56
"St19_13-ch1_BRA20fem.converted.ANA",5,14291.19
"St19_13-ch1_BRA20fem.converted.ANA",12,14352.17
"St19_13-ch1_BRA20fem.converted.ANA",5,14356.31
"St19_13-ch1_BRA20fem.converted.ANA",12,14410.81
"St19_13-ch1_BRA20fem.converted.ANA",5,14414.05
"St19_13-ch1_BRA20fem.converted.ANA",12,14434.97
"St19_13-ch1_BRA20fem.converted.ANA",5,14438.52
"St19_13-ch1_BRA20fem.converted.ANA",12,14508.37
"St19_13-ch1_BRA20fem.converted.ANA",5,14512.2
"St19_13-ch1_BRA20fem.converted.ANA",12,14554.07
"St19_13-ch1_BRA20fem.converted.ANA",5,14558.1
"St19_13-ch1_BRA20fem.converted.ANA",12,14589.52
"St19_13-ch1_BRA20fem.converted.ANA",5,14592.99
"St19_13-ch1_BRA20fem.converted.ANA",12,14653.64
"St19_13-ch1_BRA20fem.converted.ANA",5,14656.75
"St19_13-ch1_BRA20fem.converted.ANA",12,14683.61
"St19_13-ch1_BRA20fem.converted.ANA",5,14687.65
"St19_13-ch1_BRA20fem.converted.ANA",12,14775.64
"St19_13-ch1_BRA20fem.converted.ANA",5,14779.48
"St19_13-ch1_BRA20fem.converted.ANA",12,14834.41
"St19_13-ch1_BRA20fem.converted.ANA",5,14838.83
"St19_13-ch1_BRA20fem.converted.ANA",12,14932.87
"St19_13-ch1_BRA20fem.converted.ANA",5,14936.42
"St19_13-ch1_BRA20fem.converted.ANA",12,14974.61
"St19_13-ch1_BRA20fem.converted.ANA",5,14978.93
"St19_13-ch1_BRA20fem.converted.ANA",12,15016.23
"St19_13-ch1_BRA20fem.converted.ANA",5,15020.25
"St19_13-ch1_BRA20fem.converted.ANA",12,15094.19
"St19_13-ch1_BRA20fem.converted.ANA",5,15098.31
"St19_13-ch1_BRA20fem.converted.ANA",12,15176.76
"St19_13-ch1_BRA20fem.converted.ANA",5,15182.42
"St19_13-ch1_BRA20fem.converted.ANA",12,15264.93
"St19_13-ch1_BRA20fem.converted.ANA",5,15268.89
"St19_13-ch1_BRA20fem.converted.ANA",12,15319.12
"St19_13-ch1_BRA20fem.converted.ANA",5,15323.44
"St19_13-ch1_BRA20fem.converted.ANA",12,15396.61
"St19_13-ch1_BRA20fem.converted.ANA",5,15399.83
"St19_13-ch1_BRA20fem.converted.ANA",12,15419.05
"St19_13-ch1_BRA20fem.converted.ANA",5,15422.86
"St19_13-ch1_BRA20fem.converted.ANA",12,15493.2
"St19_13-ch1_BRA20fem.converted.ANA",5,15496.83
"St19_13-ch1_BRA20fem.converted.ANA",12,15545.69
"St19_13-ch1_BRA20fem.converted.ANA",5,15549.7
"St19_13-ch1_BRA20fem.converted.ANA",12,15605.43
"St19_13-ch1_BRA20fem.converted.ANA",5,15608.72
"St19_13-ch1_BRA20fem.converted.ANA",12,15655.88
"St19_13-ch1_BRA20fem.converted.ANA",5,15659.79
"St19_13-ch1_BRA20fem.converted.ANA",12,15710.33
"St19_13-ch1_BRA20fem.converted.ANA",5,15713.67
"St19_13-ch1_BRA20fem.converted.ANA",12,15727.87
"St19_13-ch1_BRA20fem.converted.ANA",5,15731.81
"St19_13-ch1_BRA20fem.converted.ANA",12,15783.01
"St19_13-ch1_BRA20fem.converted.ANA",5,15787.41
"St19_13-ch1_BRA20fem.converted.ANA",12,15825.54
"St19_13-ch1_BRA20fem.converted.ANA",5,15829.97
"St19_13-ch1_BRA20fem.converted.ANA",12,15895.11
"St19_13-ch1_BRA20fem.converted.ANA",5,15899.64
"St19_13-ch1_BRA20fem.converted.ANA",12,15956.11
"St19_13-ch1_BRA20fem.converted.ANA",5,15961.88
"St19_13-ch1_BRA20fem.converted.ANA",12,16023.58
"St19_13-ch1_BRA20fem.converted.ANA",5,16028.23
"St19_13-ch1_BRA20fem.converted.ANA",12,16102.08
"St19_13-ch1_BRA20fem.converted.ANA",5,16108.84
"St19_13-ch1_BRA20fem.converted.ANA",12,16199.25
"St19_13-ch1_BRA20fem.converted.ANA",5,16232.03
"St19_13-ch1_BRA20fem.converted.ANA",11,16233.81
"St19_13-ch1_BRA20fem.converted.ANA",5,16234.94
